"description","value","TestID","R.Time","Matlab.Time"
"Attachment.Time..GMT.","04/05/2021 14:54:00","test31_FatiguedFiona",2021-04-05 14:54:00,2021-04-05 14:54:00
"Attachment.Latitude","37.114632","test31_FatiguedFiona",NA,NA
"Attachment.Longitude","-122.325439","test31_FatiguedFiona",NA,NA
"Recovery.procedure.location","Pole1","test31_FatiguedFiona",NA,NA
"Recovery.Time..GMT.","04/09/2021 19:13:00","test31_FatiguedFiona",2021-04-09 19:13:00,2021-04-09 19:13:00
"Recovery.Latitude","37.115727","test31_FatiguedFiona",NA,NA
"Recovery.Longitude","-122.322446","test31_FatiguedFiona",NA,NA
"Blood","Yes","test31_FatiguedFiona",NA,NA
"Serum.banked.for.CORT","Yes","test31_FatiguedFiona",NA,NA
"Hematocrit","48 / 48 / 47 / 48","test31_FatiguedFiona",NA,NA
"Standard.Length","177","test31_FatiguedFiona",NA,NA
"Curved.Length","187","test31_FatiguedFiona",NA,NA
"Ax.Girth","134","test31_FatiguedFiona",NA,NA
"Whisker","N","test31_FatiguedFiona",NA,NA
"Fur","N","test31_FatiguedFiona",NA,NA
"Blubber","N","test31_FatiguedFiona",NA,NA
"Ultrasound.skull.depth_cm","2.06","test31_FatiguedFiona",NA,NA
"Instruments","Somniseal V3, MK10, VHF V2","test31_FatiguedFiona",NA,NA
"MK10.ID","07A0349","test31_FatiguedFiona",NA,NA
"Time.Deploy.VHF_magnet.off","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"test.VHF.pings.on","Yes","test31_FatiguedFiona",NA,NA
"Time.Deploy.MK10_ON.magnet","04/04/2021 16:21:20","test31_FatiguedFiona",2021-04-04 16:21:20,2021-04-04 16:21:20
"Time.Deploy.MK10.in.GMT","04/04/2021 23:21:20","test31_FatiguedFiona",2021-04-04 23:21:20,2021-04-04 23:21:20
"OFF.DAYS.in.When.to.Transmit","OFF 4/5,6,7,8; ON 4/9","test31_FatiguedFiona",NA,NA
"Program.stop.transmit.MK10","04/04/2021 17:00:00","test31_FatiguedFiona",2021-04-04 17:00:00,2021-04-04 17:00:00
"Program.stop.MK10_GMT","04/05/2021 00:00:00","test31_FatiguedFiona",2021-04-05 00:00:00,2021-04-05 00:00:00
"Program.start.transmit.MK10","04/08/2021 17:00:00","test31_FatiguedFiona",2021-04-08 17:00:00,2021-04-08 17:00:00
"Program.start.MK10_GMT","04/09/2021 00:00:00","test31_FatiguedFiona",2021-04-09 00:00:00,2021-04-09 00:00:00
"test.transmit.working","Yes","test31_FatiguedFiona",NA,NA
"last.test.transmit.time","44277.96809","test31_FatiguedFiona",NA,NA
"last.transmit.time.recovery","03/22/2021 23:14:03","test31_FatiguedFiona",2021-03-22 23:14:03,2021-03-22 23:14:03
"First.Calibration.Event.Type","Shakes","test31_FatiguedFiona",NA,NA
"First.Calibration.Event.Start","04/04/2021 18:38:00","test31_FatiguedFiona",2021-04-04 18:38:00,2021-04-04 18:38:00
"First.Calibration.Event.End","04/04/2021 18:38:10","test31_FatiguedFiona",2021-04-04 18:38:10,2021-04-04 18:38:10
"Expected.Duration","01/00/1900 00:00:10","test31_FatiguedFiona",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Actual.Duration","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Event2_type","Shakes","test31_FatiguedFiona",NA,NA
"Last.Calibration.Event.2.Start","04/09/2021 15:28:00","test31_FatiguedFiona",2021-04-09 15:28:00,2021-04-09 15:28:00
"Last.Calibration.Event.2.End","04/09/2021 15:28:10","test31_FatiguedFiona",2021-04-09 15:28:10,2021-04-09 15:28:10
"Logger.Event.Time.Start_TYPE.1","01/00/1900 00:00:10","test31_FatiguedFiona",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Actual.Duration.1","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Type.in.OFFSET","01/04/1900 20:50:00","test31_FatiguedFiona",1900-01-04 20:50:00,1900-01-04 20:50:00
"Event3_type","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Additional.Sync.Event.Start","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Additional.Sync.Event.End","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Time.of.water.entry","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Recording.Duration_s","436980.544","test31_FatiguedFiona",NA,NA
"Recording.Duration_days","5.057645185","test31_FatiguedFiona",NA,NA
"Recording.Duration_based.on.start.stop","5.057638889","test31_FatiguedFiona",NA,NA
"Extra.Sedation","No","test31_FatiguedFiona",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","4.179861111","test31_FatiguedFiona",NA,NA
"Pickup.Crew","0","test31_FatiguedFiona",NA,NA
"Attachment.Crew","R. Holser, L. Keehan, A. Favilla, A. Lankow","test31_FatiguedFiona",NA,NA
"Release.Crew","R. Holser, L. Keehan, A. Favilla, A. Lankow","test31_FatiguedFiona",NA,NA
"Animal.Comment","Animal went to sea before returning to Pole 1","test31_FatiguedFiona",NA,NA
"Begin.Calm.in.Water.for.ICA","04/05/2021 16:35:34","test31_FatiguedFiona",2021-04-05 16:35:34,2021-04-05 16:35:34
"End.Calm.in.Water.for.ICA","04/05/2021 16:45:42","test31_FatiguedFiona",2021-04-05 16:45:42,2021-04-05 16:45:42
"Duration.for.ICA","00:10:08","test31_FatiguedFiona",NA,NA
"Best.EOG.EMG.EEG","2,4,7,8","test31_FatiguedFiona",NA,NA
"ICA.Decomposition.Quality","Good","test31_FatiguedFiona",NA,NA
"ICA.Component.Maximal.Brain","8","test31_FatiguedFiona",NA,NA
"ICA.Component.Maximal.Heart","7","test31_FatiguedFiona",NA,NA
"Pruned.with.ICA.Components","1,2,4,7,9","test31_FatiguedFiona",NA,NA
"Channel.Configuration","[19 16 15 18 17 20 21 25 29]","test31_FatiguedFiona",NA,NA
"Attachment.Orientation","on its side","test31_FatiguedFiona",NA,NA
"Time.for.orientation","04/05/2021 09:35:04","test31_FatiguedFiona",2021-04-05 09:35:04,2021-04-05 09:35:04
"AccX.during.attachment","0.055528","test31_FatiguedFiona",NA,NA
"AccY.during.attachment","-0.99528","test31_FatiguedFiona",NA,NA
"AccZ.during.attachment","0.1332","test31_FatiguedFiona",NA,NA
"Data.Comments.from.Alexei","Test31 has 1 restart 220 seconds before logger shutdown. hese last 220s record most
probably can be neglected and I did not do any time correction of the last very short
piece. Internal logger crystal has precision 15 ppm at 25+/-3 degrees C, and 25 pmm at other temperatures.","test31_FatiguedFiona",NA,NA
"Recording.ID","WILD_2mo-weanling","test32_GoodnightGerty",NA,NA
"Test.Number","32","test32_GoodnightGerty",NA,NA
"Deployment","10","test32_GoodnightGerty",NA,NA
"Seal.Number","19","test32_GoodnightGerty",NA,NA
"Sex","F","test32_GoodnightGerty",NA,NA
"Version","V3","test32_GoodnightGerty",NA,NA
"Age","(0,1]","test32_GoodnightGerty",NA,NA
"Age.Estimate","~2 months old","test32_GoodnightGerty",NA,NA
"Seal.ID","H644","test32_GoodnightGerty",NA,NA
"Pressed.Start.Logger","04/10/2021 19:11:00","test32_GoodnightGerty",2021-04-10 19:11:00,2021-04-10 19:11:00
"Logger.Start","04/10/2021 19:12:00","test32_GoodnightGerty",2021-04-10 19:12:00,2021-04-10 19:12:00
"Start.from.Real.Time.Clock","04/09/2021 19:12:01","test32_GoodnightGerty",2021-04-09 19:12:01,2021-04-09 19:12:01
"Start.for.EDF.Files","04/10/2021 19:12:01","test32_GoodnightGerty",2021-04-10 19:12:01,2021-04-10 19:12:01
"Duration_ON_ANIMAL_h","120.04","test32_GoodnightGerty",NA,NA
"ON.ANIMAL","04/11/2021 10:47:40","test32_GoodnightGerty",2021-04-11 10:47:40,2021-04-11 10:47:40
"OFF.ANIMAL","04/16/2021 10:50:09","test32_GoodnightGerty",2021-04-16 10:50:09,2021-04-16 10:50:09
"Attachment_InitialStick","04/11/2021 09:32:22","test32_GoodnightGerty",2021-04-11 09:32:22,2021-04-11 09:32:22
"Attachment_LastDose","04/11/2021 11:01:56","test32_GoodnightGerty",2021-04-11 11:01:56,2021-04-11 11:01:56
"Attachment_Cortisol","4.540","test32_GoodnightGerty",NA,NA
"Attachment_cv","1.11","test32_GoodnightGerty",NA,NA
"Removal_InitialStick","04/16/2021 10:20:29","test32_GoodnightGerty",2021-04-16 10:20:29,2021-04-16 10:20:29
"Removal_LastDose","04/16/2021 10:49:20","test32_GoodnightGerty",2021-04-16 10:49:20,2021-04-16 10:49:20
"Removal_Cortisol","10.965","test32_GoodnightGerty",NA,NA
"Removal_cv","4.21","test32_GoodnightGerty",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Electrodes.unplugged.from.logger_Video","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Logger.Stop","04/16/2021 14:21:00","test32_GoodnightGerty",2021-04-16 14:21:00,2021-04-16 14:21:00
"Actual.Start.Time_CATS.toolbox","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Actual.Start_TYPE","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Logger.Used","L1","test32_GoodnightGerty",NA,NA
"SD.Card.Used","3","test32_GoodnightGerty",NA,NA
"Configuration.Notes","connector config.py Oversampling ""upside down"" protocol used","test32_GoodnightGerty",NA,NA
"Restarts.Present","0","test32_GoodnightGerty",NA,NA
"Number.of.Restarts","0","test32_GoodnightGerty",NA,NA
"X.factor.per.restart","0","test32_GoodnightGerty",NA,NA
"First.Restart.Seconds.Elapsed","0","test32_GoodnightGerty",NA,NA
"Last.Restart.Seconds.Elapsed","0","test32_GoodnightGerty",NA,NA
"First.Restart.Time","04/10/2021 19:12:00.000","test32_GoodnightGerty",2021-04-10 19:12:00,2021-04-10 19:12:00
"Last.Restart.Time","04/10/2021 19:12:00.000","test32_GoodnightGerty",2021-04-10 19:12:00,2021-04-10 19:12:00
"Device.Failure","No","test32_GoodnightGerty",NA,NA
"Mass.with.cage_kg","137","test32_GoodnightGerty",NA,NA
"Mass.cage_kg","19","test32_GoodnightGerty",NA,NA
"Mass.animal._kg","118","test32_GoodnightGerty",NA,NA
"Mass.animal.post.study_kg","0","test32_GoodnightGerty",NA,NA
"Flipper.Tag.1","GH644","test32_GoodnightGerty",NA,NA
"Position","L-ou-So","test32_GoodnightGerty",NA,NA
"Flipper.Tag.2","GH651","test32_GoodnightGerty",NA,NA
"Position.1","R-iu-So","test32_GoodnightGerty",NA,NA
"Mark","GH644","test32_GoodnightGerty",NA,NA
"Mark.Position","R,L","test32_GoodnightGerty",NA,NA
"Birth.date","0","test32_GoodnightGerty",NA,NA
"Wean.weight_kg","0","test32_GoodnightGerty",NA,NA
"Weaner.ID","0","test32_GoodnightGerty",NA,NA
"Wean.Standard.Length","0","test32_GoodnightGerty",NA,NA
"Wean.Ax.Girth","0","test32_GoodnightGerty",NA,NA
"Animal.ID","53832","test32_GoodnightGerty",NA,NA
"Deployment.Resight.ID","372774","test32_GoodnightGerty",NA,NA
"Recovery.Resight.ID","372778","test32_GoodnightGerty",NA,NA
"Deploy.ID","NESE0867ANNU","test32_GoodnightGerty",NA,NA
"Seal.ID.1","H644","test32_GoodnightGerty",NA,NA
"TOPP.ID","2021043","test32_GoodnightGerty",NA,NA
"Deploy.Time","04/10/2021 23:58:00","test32_GoodnightGerty",2021-04-10 23:58:00,2021-04-10 23:58:00
"Deploy.Latitude","36.95309","test32_GoodnightGerty",NA,NA
"Deploy.Longitude","-122.064361","test32_GoodnightGerty",NA,NA
"Initial.sedation.location","MBBL","test32_GoodnightGerty",NA,NA
"Attachment.Time..GMT.","04/11/2021 16:32:22","test32_GoodnightGerty",2021-04-11 16:32:22,2021-04-11 16:32:22
"Attachment.Latitude","37.116205","test32_GoodnightGerty",NA,NA
"Attachment.Longitude","-122.330761","test32_GoodnightGerty",NA,NA
"Recovery.procedure.location","BMB","test32_GoodnightGerty",NA,NA
"Recovery.Time..GMT.","04/16/2021 17:20:29","test32_GoodnightGerty",2021-04-16 17:20:29,2021-04-16 17:20:29
"Recovery.Latitude","37.114258","test32_GoodnightGerty",NA,NA
"Recovery.Longitude","-122.329383","test32_GoodnightGerty",NA,NA
"Blood","Yes","test32_GoodnightGerty",NA,NA
"Serum.banked.for.CORT","Yes","test32_GoodnightGerty",NA,NA
"Hematocrit","48 / 48 / 47 / 47","test32_GoodnightGerty",NA,NA
"Standard.Length","151","test32_GoodnightGerty",NA,NA
"Curved.Length","167","test32_GoodnightGerty",NA,NA
"Ax.Girth","129","test32_GoodnightGerty",NA,NA
"Whisker","N","test32_GoodnightGerty",NA,NA
"Fur","N","test32_GoodnightGerty",NA,NA
"Blubber","N","test32_GoodnightGerty",NA,NA
"Ultrasound.skull.depth_cm","2.33","test32_GoodnightGerty",NA,NA
"Instruments","Somniseal V3, MK10, VHF V2","test32_GoodnightGerty",NA,NA
"MK10.ID","07A0349","test32_GoodnightGerty",NA,NA
"Time.Deploy.VHF_magnet.off","04/10/2021 07:00:00","test32_GoodnightGerty",2021-04-10 07:00:00,2021-04-10 07:00:00
"test.VHF.pings.on","Yes","test32_GoodnightGerty",NA,NA
"Time.Deploy.MK10_ON.magnet","04/10/2021 16:58:00","test32_GoodnightGerty",2021-04-10 16:58:00,2021-04-10 16:58:00
"Time.Deploy.MK10.in.GMT","04/10/2021 23:58:00","test32_GoodnightGerty",2021-04-10 23:58:00,2021-04-10 23:58:00
"OFF.DAYS.in.When.to.Transmit","OFF 4/11,12,13,14,15; ON 4/16","test32_GoodnightGerty",NA,NA
"Program.stop.transmit.MK10","04/10/2021 17:00:00","test32_GoodnightGerty",2021-04-10 17:00:00,2021-04-10 17:00:00
"Program.stop.MK10_GMT","04/11/2021 00:00:00","test32_GoodnightGerty",2021-04-11 00:00:00,2021-04-11 00:00:00
"Program.start.transmit.MK10","04/15/2021 17:00:00","test32_GoodnightGerty",2021-04-15 17:00:00,2021-04-15 17:00:00
"Program.start.MK10_GMT","04/16/2021 00:00:00","test32_GoodnightGerty",2021-04-16 00:00:00,2021-04-16 00:00:00
"test.transmit.working","Yes","test32_GoodnightGerty",NA,NA
"last.test.transmit.time","0","test32_GoodnightGerty",NA,NA
"last.transmit.time.recovery","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"First.Calibration.Event.Type","Shakes","test32_GoodnightGerty",NA,NA
"First.Calibration.Event.Start","04/11/2021 10:19:00","test32_GoodnightGerty",2021-04-11 10:19:00,2021-04-11 10:19:00
"First.Calibration.Event.End","04/11/2021 10:19:10","test32_GoodnightGerty",2021-04-11 10:19:10,2021-04-11 10:19:10
"Expected.Duration","01/00/1900 00:00:10","test32_GoodnightGerty",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Actual.Duration","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Event2_type","Shakes","test32_GoodnightGerty",NA,NA
"Last.Calibration.Event.2.Start","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Last.Calibration.Event.2.End","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Logger.Event.Time.Start_TYPE.1","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Actual.Duration.1","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Type.in.OFFSET","###############################################################################################################################################################################################################################################################","test32_GoodnightGerty",NA,NA
"Event3_type","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Additional.Sync.Event.Start","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Additional.Sync.Event.End","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Time.of.water.entry","01/00/1900 00:00:00","test32_GoodnightGerty",NA,NA
"Recording.Duration_s","0","test32_GoodnightGerty",NA,NA
"Recording.Duration_days","0","test32_GoodnightGerty",NA,NA
"Recording.Duration_based.on.start.stop","5.797916667","test32_GoodnightGerty",NA,NA
"Extra.Sedation","0","test32_GoodnightGerty",NA,NA
"Reason","0","test32_GoodnightGerty",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","5.033414352","test32_GoodnightGerty",NA,NA
"Pickup.Crew","0","test32_GoodnightGerty",NA,NA
"Attachment.Crew","J. Kendall-Bar, R. Holser, L. Keehan, A. Favilla, R. Beltran","test32_GoodnightGerty",NA,NA
"Release.Crew","R. Holser, J. Kendall-Bar, A. Favilla, L. Keehan, A. Lankow","test32_GoodnightGerty",NA,NA
"Animal.Comment","0","test32_GoodnightGerty",NA,NA
"Begin.Calm.in.Water.for.ICA","04/13/2021 09:23:40","test32_GoodnightGerty",2021-04-13 09:23:40,2021-04-13 09:23:40
"End.Calm.in.Water.for.ICA","04/13/2021 09:43:49","test32_GoodnightGerty",2021-04-13 09:43:49,2021-04-13 09:43:49
"Duration.for.ICA","00:20:09","test32_GoodnightGerty",NA,NA
"Best.EOG.EMG.EEG","3,5,6,7","test32_GoodnightGerty",NA,NA
"ICA.Decomposition.Quality","Good","test32_GoodnightGerty",NA,NA
"ICA.Component.Maximal.Brain","6","test32_GoodnightGerty",NA,NA
"ICA.Component.Maximal.Heart","1","test32_GoodnightGerty",NA,NA
"Pruned.with.ICA.Components","1,3,5","test32_GoodnightGerty",NA,NA
"Channel.Configuration","[19 16 15 18 17 20 21 25 29]","test32_GoodnightGerty",NA,NA
"Attachment.Orientation","on its side","test32_GoodnightGerty",NA,NA
"Time.for.orientation","04/11/2021 10:48:55","test32_GoodnightGerty",2021-04-11 10:48:55,2021-04-11 10:48:55
"AccX.during.attachment","-0.1329","test32_GoodnightGerty",NA,NA
"AccY.during.attachment","-0.93947","test32_GoodnightGerty",NA,NA
"AccZ.during.attachment","-0.3001","test32_GoodnightGerty",NA,NA
"Recording.ID","XLOC_2yr-juvenile","test33_HypoactiveHeidi",NA,NA
"Test.Number","33","test33_HypoactiveHeidi",NA,NA
"Deployment","11","test33_HypoactiveHeidi",NA,NA
"Seal.Number","23","test33_HypoactiveHeidi",NA,NA
"Sex","F","test33_HypoactiveHeidi",NA,NA
"Version","V3","test33_HypoactiveHeidi",NA,NA
"Age","(2,3]","test33_HypoactiveHeidi",NA,NA
"Age.Estimate","~2.2 years old","test33_HypoactiveHeidi",NA,NA
"Seal.ID","H935","test33_HypoactiveHeidi",NA,NA
"Pressed.Start.Logger","04/17/2021 15:36:00","test33_HypoactiveHeidi",2021-04-17 15:36:00,2021-04-17 15:36:00
"Logger.Start","04/17/2021 15:37:00","test33_HypoactiveHeidi",2021-04-17 15:37:00,2021-04-17 15:37:00
"Start.from.Real.Time.Clock","04/16/2021 15:37:00","test33_HypoactiveHeidi",2021-04-16 15:37:00,2021-04-16 15:37:00
"Start.for.EDF.Files","04/17/2021 15:37:00","test33_HypoactiveHeidi",2021-04-17 15:37:00,2021-04-17 15:37:00
"Duration_ON_ANIMAL_h","114.42","test33_HypoactiveHeidi",NA,NA
"ON.ANIMAL","04/20/2021 18:02:10","test33_HypoactiveHeidi",2021-04-20 18:02:10,2021-04-20 18:02:10
"OFF.ANIMAL","04/25/2021 12:27:30","test33_HypoactiveHeidi",2021-04-25 12:27:30,2021-04-25 12:27:30
"Attachment_InitialStick","04/20/2021 16:46:00","test33_HypoactiveHeidi",2021-04-20 16:46:00,2021-04-20 16:46:00
"Attachment_LastDose","04/20/2021 18:20:30","test33_HypoactiveHeidi",2021-04-20 18:20:30,2021-04-20 18:20:30
"Attachment_Cortisol","10.728","test33_HypoactiveHeidi",NA,NA
"Attachment_cv","2.11","test33_HypoactiveHeidi",NA,NA
"Removal_InitialStick","04/25/2021 12:42:44","test33_HypoactiveHeidi",2021-04-25 12:42:44,2021-04-25 12:42:44
"Removal_LastDose","04/25/2021 12:30:04","test33_HypoactiveHeidi",2021-04-25 12:30:04,2021-04-25 12:30:04
"Removal_Cortisol","4.347","test33_HypoactiveHeidi",NA,NA
"Removal_cv","2.76","test33_HypoactiveHeidi",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Electrodes.unplugged.from.logger_Video","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Logger.Stop","04/25/2021 14:56:02","test33_HypoactiveHeidi",2021-04-25 14:56:02,2021-04-25 14:56:02
"Actual.Start.Time_CATS.toolbox","04/17/2021 15:37:05","test33_HypoactiveHeidi",2021-04-17 15:37:05,2021-04-17 15:37:05
"Actual.Start_TYPE","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Logger.Used","L1","test33_HypoactiveHeidi",NA,NA
"SD.Card.Used","3","test33_HypoactiveHeidi",NA,NA
"Configuration.Notes","connector config.py Oversampling ""upside down"" protocol used","test33_HypoactiveHeidi",NA,NA
"Restarts.Present","0","test33_HypoactiveHeidi",NA,NA
"Number.of.Restarts","0","test33_HypoactiveHeidi",NA,NA
"X.factor.per.restart","0","test33_HypoactiveHeidi",NA,NA
"First.Restart.Seconds.Elapsed","0","test33_HypoactiveHeidi",NA,NA
"Last.Restart.Seconds.Elapsed","0","test33_HypoactiveHeidi",NA,NA
"First.Restart.Time","04/17/2021 15:37:00.000","test33_HypoactiveHeidi",2021-04-17 15:37:00,2021-04-17 15:37:00
"Last.Restart.Time","04/17/2021 15:37:00.000","test33_HypoactiveHeidi",2021-04-17 15:37:00,2021-04-17 15:37:00
"Device.Failure","No","test33_HypoactiveHeidi",NA,NA
"Mass.with.cage_kg","180","test33_HypoactiveHeidi",NA,NA
"Mass.cage_kg","17","test33_HypoactiveHeidi",NA,NA
"Mass.animal._kg","163","test33_HypoactiveHeidi",NA,NA
"Mass.animal.post.study_kg","0","test33_HypoactiveHeidi",NA,NA
"Flipper.Tag.1","GH935","test33_HypoactiveHeidi",NA,NA
"Position","R-ou-Si","test33_HypoactiveHeidi",NA,NA
"Flipper.Tag.2","GH936","test33_HypoactiveHeidi",NA,NA
"Position.1","L-il-So","test33_HypoactiveHeidi",NA,NA
"Mark","H935","test33_HypoactiveHeidi",NA,NA
"Mark.Position","R,L","test33_HypoactiveHeidi",NA,NA
"Animal.ID","53845","test33_HypoactiveHeidi",NA,NA
"Deployment.Resight.ID","374516","test33_HypoactiveHeidi",NA,NA
"Recovery.Resight.ID","374517","test33_HypoactiveHeidi",NA,NA
"Deploy.ID","NESE0868ANNU","test33_HypoactiveHeidi",NA,NA
"Seal.ID.1","H935","test33_HypoactiveHeidi",NA,NA
"TOPP.ID","2021044","test33_HypoactiveHeidi",NA,NA
"Deploy.Time","04/17/2021 23:45:00","test33_HypoactiveHeidi",2021-04-17 23:45:00,2021-04-17 23:45:00
"Deploy.Latitude","36.95309","test33_HypoactiveHeidi",NA,NA
"Deploy.Longitude","-122.064361","test33_HypoactiveHeidi",NA,NA
"Initial.sedation.location","MBBU","test33_HypoactiveHeidi",NA,NA
"Attachment.Time..GMT.","04/20/2021 23:46:00","test33_HypoactiveHeidi",2021-04-20 23:46:00,2021-04-20 23:46:00
"Attachment.Latitude","37.116736","test33_HypoactiveHeidi",NA,NA
"Attachment.Longitude","-122.330585","test33_HypoactiveHeidi",NA,NA
"Recovery.procedure.location","MBBU","test33_HypoactiveHeidi",NA,NA
"Recovery.Time..GMT.","04/25/2021 19:42:44","test33_HypoactiveHeidi",2021-04-25 19:42:44,2021-04-25 19:42:44
"Recovery.Latitude","37.116456","test33_HypoactiveHeidi",NA,NA
"Recovery.Longitude","-122.330869","test33_HypoactiveHeidi",NA,NA
"Blood","Yes","test33_HypoactiveHeidi",NA,NA
"Serum.banked.for.CORT","Yes","test33_HypoactiveHeidi",NA,NA
"Hematocrit","49 / 47 / 53 / 48","test33_HypoactiveHeidi",NA,NA
"Standard.Length","140","test33_HypoactiveHeidi",NA,NA
"Curved.Length","192","test33_HypoactiveHeidi",NA,NA
"Ax.Girth","140","test33_HypoactiveHeidi",NA,NA
"Whisker","N","test33_HypoactiveHeidi",NA,NA
"Fur","N","test33_HypoactiveHeidi",NA,NA
"Blubber","N","test33_HypoactiveHeidi",NA,NA
"Ultrasound.skull.depth_cm","2.08","test33_HypoactiveHeidi",NA,NA
"Instruments","Somniseal V3, MK10, VHF V2","test33_HypoactiveHeidi",NA,NA
"MK10.ID","07A0349","test33_HypoactiveHeidi",NA,NA
"Time.Deploy.VHF_magnet.off","04/17/2021 16:55:00","test33_HypoactiveHeidi",2021-04-17 16:55:00,2021-04-17 16:55:00
"test.VHF.pings.on","Yes","test33_HypoactiveHeidi",NA,NA
"Time.Deploy.MK10_ON.magnet","04/17/2021 16:45:00","test33_HypoactiveHeidi",2021-04-17 16:45:00,2021-04-17 16:45:00
"Time.Deploy.MK10.in.GMT","04/17/2021 23:45:00","test33_HypoactiveHeidi",2021-04-17 23:45:00,2021-04-17 23:45:00
"OFF.DAYS.in.When.to.Transmit","ON ALL","test33_HypoactiveHeidi",NA,NA
"Program.stop.transmit.MK10","04/10/2021 17:00:00","test33_HypoactiveHeidi",2021-04-10 17:00:00,2021-04-10 17:00:00
"Program.stop.MK10_GMT","04/11/2021 00:00:00","test33_HypoactiveHeidi",2021-04-11 00:00:00,2021-04-11 00:00:00
"Program.start.transmit.MK10","04/15/2021 17:00:00","test33_HypoactiveHeidi",2021-04-15 17:00:00,2021-04-15 17:00:00
"Program.start.MK10_GMT","04/16/2021 00:00:00","test33_HypoactiveHeidi",2021-04-16 00:00:00,2021-04-16 00:00:00
"test.transmit.working","Yes","test33_HypoactiveHeidi",NA,NA
"last.test.transmit.time","0","test33_HypoactiveHeidi",NA,NA
"last.transmit.time.recovery","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"First.Calibration.Event.Type","Shakes","test33_HypoactiveHeidi",NA,NA
"First.Calibration.Event.Start","04/20/2021 16:49:00","test33_HypoactiveHeidi",2021-04-20 16:49:00,2021-04-20 16:49:00
"First.Calibration.Event.End","04/20/2021 16:49:10","test33_HypoactiveHeidi",2021-04-20 16:49:10,2021-04-20 16:49:10
"Expected.Duration","01/00/1900 00:00:10","test33_HypoactiveHeidi",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Actual.Duration","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Event2_type","Shakes","test33_HypoactiveHeidi",NA,NA
"Last.Calibration.Event.2.Start","04/25/2021 14:42:00","test33_HypoactiveHeidi",2021-04-25 14:42:00,2021-04-25 14:42:00
"Last.Calibration.Event.2.End","04/25/2021 14:42:10","test33_HypoactiveHeidi",2021-04-25 14:42:10,2021-04-25 14:42:10
"Logger.Event.Time.Start_TYPE.1","01/00/1900 00:00:10","test33_HypoactiveHeidi",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Actual.Duration.1","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
